"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",105.0837,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",102.5632,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",118.165,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",120.6398,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",127.6537,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",115.6445,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",110.8659,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",125.1219,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",124.1981,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",112.6565,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",104.8898,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",119.0545,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",124.1753,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",129.7066,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",129.5812,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",135.2493,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",133.9492,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",134.8844,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",130.0145,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",133.2991,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",139.5946,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",135.6485,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",135.5231,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",142.4458,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",133.4702,,
"SLRTTO01","Total retail trade (Volume) sa, Index","COL","Colombia","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",135.3748,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",107.3667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",106.5333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",107.1667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",106.2667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",98.73333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",78.73333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",96.76667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",106.2333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",107.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",104.5,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",101.3,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",102.4333,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",102.0667,,
"PRMNVG01","Production of total manufactured investment goods sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",104,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",128.3774,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",131.7776,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",132.3777,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",140.4117,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",129.5775,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",104.542,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",113.6761,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",125.7771,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",136.278,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",135.5446,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",134.2779,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",137.9448,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",156.8797,,
"ODCNPI03","Permits issued for dwellings sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",150.7792,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",105.4912,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",104.9579,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",104.258,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",103.458,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",100.2583,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",84.72627,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",98.25848,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",103.6247,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",104.9912,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",104.7579,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",103.8913,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",103.9913,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",104.8579,,
"PRINTO01","Production of total industry sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",105.0912,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",105.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",104.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",105.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",104.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",104.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",103.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",103.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",102.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",102.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",101.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",99.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",103.1,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",104.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",92,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",76,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-05","May-2020","IDX","Index","0","Units","2015_100","2015=100",84.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-06","Jun-2020","IDX","Index","0","Units","2015_100","2015=100",90.9,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-07","Jul-2020","IDX","Index","0","Units","2015_100","2015=100",95.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-08","Aug-2020","IDX","Index","0","Units","2015_100","2015=100",98.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-09","Sep-2020","IDX","Index","0","Units","2015_100","2015=100",99.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-10","Oct-2020","IDX","Index","0","Units","2015_100","2015=100",101.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-11","Nov-2020","IDX","Index","0","Units","2015_100","2015=100",103.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-12","Dec-2020","IDX","Index","0","Units","2015_100","2015=100",104.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-01","Jan-2021","IDX","Index","0","Units","2015_100","2015=100",104.8,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-02","Feb-2021","IDX","Index","0","Units","2015_100","2015=100",103.2,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-03","Mar-2021","IDX","Index","0","Units","2015_100","2015=100",105,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-04","Apr-2021","IDX","Index","0","Units","2015_100","2015=100",105.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-05","May-2021","IDX","Index","0","Units","2015_100","2015=100",105.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-06","Jun-2021","IDX","Index","0","Units","2015_100","2015=100",105.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-07","Jul-2021","IDX","Index","0","Units","2015_100","2015=100",106.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-08","Aug-2021","IDX","Index","0","Units","2015_100","2015=100",104.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-09","Sep-2021","IDX","Index","0","Units","2015_100","2015=100",104.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-10","Oct-2021","IDX","Index","0","Units","2015_100","2015=100",104.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-11","Nov-2021","IDX","Index","0","Units","2015_100","2015=100",105.4,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2021-12","Dec-2021","IDX","Index","0","Units","2015_100","2015=100",106,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-01","Jan-2022","IDX","Index","0","Units","2015_100","2015=100",105.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-02","Feb-2022","IDX","Index","0","Units","2015_100","2015=100",106.6,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-03","Mar-2022","IDX","Index","0","Units","2015_100","2015=100",104.7,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-04","Apr-2022","IDX","Index","0","Units","2015_100","2015=100",105.3,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-05","May-2022","IDX","Index","0","Units","2015_100","2015=100",105.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-06","Jun-2022","IDX","Index","0","Units","2015_100","2015=100",105.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-07","Jul-2022","IDX","Index","0","Units","2015_100","2015=100",104.5,,
"PRMNIG01","Production of total manufactured intermediate goods sa, Index","EA19","Euro area (19 countries)","M","Monthly","2022-08","Aug-2022","IDX","Index","0","Units","2015_100","2015=100",104,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",107.6423,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",108.3424,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",108.9424,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",109.0424,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",106.3422,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",101.1751,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",111.876,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",110.5425,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",108.8757,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",113.3761,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",114.6096,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",115.0429,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",114.5429,,
"SLRTTO01","Total retail trade (Volume) sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",114.1095,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",106.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",105.7,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",105.2,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",104.2667,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",100.7333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",83.93333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015_100","2015=100",98.73333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015_100","2015=100",104.5333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015_100","2015=100",105.9333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015_100","2015=100",105.6667,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015_100","2015=100",105.2,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015_100","2015=100",104.9333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q1","Q1-2022","IDX","Index","0","Units","2015_100","2015=100",105.8333,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","Q","Quarterly","2022-Q2","Q2-2022","IDX","Index","0","Units","2015_100","2015=100",106.2667,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units","2015_100","2015=100",106.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units","2015_100","2015=100",106.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units","2015_100","2015=100",106.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units","2015_100","2015=100",106,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-05","May-2019","IDX","Index","0","Units","2015_100","2015=100",106.1,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units","2015_100","2015=100",105,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units","2015_100","2015=100",104.9,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units","2015_100","2015=100",104.9,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units","2015_100","2015=100",105.8,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units","2015_100","2015=100",105.7,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units","2015_100","2015=100",104.8,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units","2015_100","2015=100",102.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-01","Jan-2020","IDX","Index","0","Units","2015_100","2015=100",105.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-02","Feb-2020","IDX","Index","0","Units","2015_100","2015=100",104.6,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-03","Mar-2020","IDX","Index","0","Units","2015_100","2015=100",92.3,,
"PRMNTO01","Production in total manufacturing sa, Index","EA19","Euro area (19 countries)","M","Monthly","2020-04","Apr-2020","IDX","Index","0","Units","2015_100","2015=100",74,,
